url,title,category,description,publisher,cover type/page num.,ISBN-10,ISBN-13,best bellers rank,review score,num. of reviews,frequently bought togheter
https://www.amazon.com.br/arte-guerra-Edi%C3%A7%C3%A3o-especial-postal/dp/6556600490/,A Arte da Guerra: Edição Especial,"['Livros', 'Política, Filosofia e Ciências Sociais', 'Filosofia']","A arte da guerra é o mais importante tratado sobre a estratégia já produzido.Escrito há mais de 2.500 anos, o texto ultrapassa seu contexto militar e apresenta lições fundamentais para o crescimento interior e profissional.Seu autor, o general chinês Sun Tzu, demonstra um enorme conhecimento da natureza humana. Assim, nos treze capítulos de A arte da guerra apresentam-se ensinamentos não apenas para vencer no campo de batalha como também para desenvolver uma gestão eficaz e alcançar a liderança.Táticas para conquistar a vitória, abreviar o caos, aplicar o princípio do contrário e reconhecer a importância de delegar para avançar são conhecimentos indispensáveis em ambientes competitivos e cenários desafiadores.Numa edição bilíngue (chinês/português) e definitiva, traz texto traduzido do chinês, com acabamento luxuoso, traz comentários e notas do especialista Chiu Yi Chih.Um livro que atravessa milênios mantendo-se relevante e indispensável.",Editora : Edipro; Edição completa bilíngue com os 13 capítulos originais (5 setembro 2021),Capa dura : 160 páginas,ISBN-10 : 6556600490,ISBN-13 : 978-6556600499,Ranking dos mais vendidos: Nº 488 em Livros (Conheça o Top 100 na categoria Livros),"Avaliações dos clientes: 4,9",1.451 avaliações de clientes,"['O Príncipe Maquiavel Capa Dura', 'O Príncipe Maquiavel - Edição de Luxo: Acompanha marcador de páginas', 'As 48 leis do poder', 'A Arte da Guerra - Nicolau Maquíavel: Capa especial + marcador de páginas', '33 estratégias de guerra: Aprenda com as batalhas da história e vença os desafios cotidianos', 'A arte da sedução']"
https://www.amazon.com.br/Brancura-Jon-Fosse/dp/6584568881/,Brancura,"['Livros', 'Literatura e Ficção', 'Literatura de Gênero']","Neste breve romance em que a atmosfera onírica se mescla à transcendência, um homem começa a dirigir sem rumo e, desconhecendo as próprias motivações, conduz seu carro até uma floresta. Logo escurece e começa a nevar. Obedecendo à lógica trágica e misteriosa que opera nos pesadelos ― ou no encontro inescapável com o destino ―, em vez de procurar ajuda, ele decide se aventurar, pela mata escura, onde se depara com um ser de brancura reluzente. Como a voz que o protagonista escuta em sua errância, tudo nesta breve narrativa é ao mesmo tempo estranho e excessivamente familiar. Num jogo de claro e escuro, concreto e sublime, Jon Fosse tensiona a escrita num fluxo de consciência que escala rapidamente para uma voltagem inesperada, tragando o leitor e fazendo-o experimentar fisicamente a radicalidade de seu projeto literário. Considerado um dos maiores escritores europeus da atualidade, frequentemente comparado a grandes nomes do século 20, como Beckett, Ibsen, Bernhard, Fosse é dono de uma vasta obra que se debruça sobre questões existenciais, explorando as temáticas da morte, do amor, da fé e do desespero. Sua escrita é construída de modo a replicar o ritmo e a repetição de uma oração, e a precisão obsessiva de seu trabalho fez com que ele ultrapassasse os limites do estilo para forjar algo próximo de uma nova forma literária, na qual a relação com a metafísica vai além do conteúdo, inscrevendo-se também na forma. Por isso, a experiência de ler seus livros é comparável à da meditação. A singularidade da voz de Fosse também se deve ao fato de que ele é um dos poucos autores a escrever em neonorueguês, ou nynorsk ― variante minoritária da língua, que seria uma compilação de dialetos falados sobretudo na costa da Noruega. Brancura é a primeira obra de Jon Fosse após Septologia, o monumental romance que o consagrou como um clássico contemporâneo e lhe rendeu um lugar no panteão literário ao lado de seus mestres Faulkner, Woolf e Kafka. Meticulosamente traduzido por Leonardo Pinto Silva, que soube preservar o lirismo e a oralidade do idioma original, esta breve narrativa é uma excelente porta de entrada para a literatura do maior autor norueguês vivo e uma experiência literária única.",Editora : Fósforo Editora; 1ª edição (19 outubro 2023),Capa comum : 64 páginas,ISBN-10 : 6584568881,ISBN-13 : 978-6584568884,Ranking dos mais vendidos: Nº 495 em Livros (Conheça o Top 100 na categoria Livros),"Avaliações dos clientes: 4,4",12 avaliações de clientes,"['É a Ales – Autor vencedor do Nobel de literatura 2023', 'A outra filha', 'Pais e filhos', 'Kwaidan: Histórias de fantasmas e outros contos estranhos do Japão antigo', 'Montevidéu', 'A Bíblia']"
https://www.amazon.com.br/Escola-Frankfurt-in%C3%ADcio-nova-esquerda/dp/6587138950/,A Escola de Frankfurt e o início da nova esquerda,"['Livros', 'Política, Filosofia e Ciências Sociais', 'Governo e Política']","Um departamento universitário fundado há quase cem anos na Alemanha é hoje um dos grandes responsáveis pelos rumos do nosso debate político. Trata-se do Instituto de Pesquisa Social, que entrou para a história como a “Escola de Frankfurt”. Para além da política, muitas das idéias concebidas por seus membros influenciam diretamente nossa forma de ver a sociedade, a cultura, a arte e chegam a pautar nossas opiniões.Feminismo, liberdade sexual, cultura de massas; esses e outros temas correntes têm sua origem naqueles marxistas heterodoxos que, lá atrás, escolheram dissociar o marxismo da idéia da revolução armada e fizeram dele uma ferramenta para intervir na cultura, dando origem à nova esquerda. Esta obra apresenta a vida e as idéias de Adorno, Horkheimer, Lukács, Marcuse e tantos outros ao leitor, que talvez não desconfie o quanto seus fantasmas seguem assombrando nosso mundo.",Editora : Vide; 1ª edição (6 julho 2022),Capa comum : 252 páginas,ISBN-10 : 6587138950,ISBN-13 : 978-6587138954,Ranking dos mais vendidos: Nº 502 em Livros (Conheça o Top 100 na categoria Livros),"Avaliações dos clientes: 4,8",196 avaliações de clientes,"['O Foro de São Paulo: A ascensão do comunismo latino-americano', 'As origens do mal', 'Como destruir a civilização ocidental: e outras idéias do abismo cultural', 'Os Ungidos: A fantasia das políticas sociais dos progressistas', 'A máquina de matar: Biografia definitiva de Che Guevara', 'A busca da justiça cósmica: como a esquerda usa a Justiça Social para assolar a sociedade']"
https://www.amazon.com.br/Gest%C3%A3o-Alta-Performance-gerenciar-resultados/dp/855717358X/,Gestão de Alta Performance: Tudo o que um gestor precisa saber para gerenciar equipes e manter o foco em resultados,"['Livros', 'Administração, Negócios e Economia', 'Gestão e Liderança']","Tudo o que um gestor precisa saber sobre como criar e sustentar uma empresa de alto rendimento. Escrito pelo lendário Andrew S. Grove, que por mais de trinta anos atuou na Intel, tanto como CEO quanto como presidente do conselho, este é um livro de cabeceira de importantes líderes da atualidade. Gestão de alta performance é um guia prático que traz lições atemporais para gestores de todas as áreas, inclusive para CEOs e fundadores de startups. Com seu estilo único e direto, Grove cria analogias simples para explicar conceitos complexos, comparando, por exemplo, a gestão de uma empresa com o gerenciamento de uma fábrica de café da manhã, ou o desempenho de um funcionário com o desempenho de atletas, compondo um livro repleto de experiências que efetivamente podem ajudar os gestores em todos os seus desafios diários. Entre os assuntos abordados estão: quais indicadores devem ser usados para aumentar a eficiência de sua empresa; como manter o foco constante no resultado (ou output); como fazer com que subordinados se transformem em membros de equipes altamente produtivas; a importância da motivação e do treinamento dos colaboradores (segundo ele, se você não treina seu pessoal, está negligenciando metade de seu trabalho como gestor).Como diz o próprio Grove, a frase mais importante deste livro é: O resultado (ou output) de um gestor é o resultado (ou output) das unidades organizacionais sob sua supervisão ou influência. Ou seja, se suas equipes não tiverem um bom resultado, você também não terá. Diante disso, o que você pode fazer para aumentar o output de seu time? Este livro certamente vai ajudá-lo a responder a essa questão e o levará a enxergar o trabalho de uma forma totalmente diferente.Este livro exerceu um importante papel no desenvolvimento de meu estilo de gestão. Mark Zuckerberg, fundador do FacebookUm guia organizacional para gestores de todos os níveis [] Um manual de enorme credibilidade para planejar o trabalho e orientar e desenvolver equipes. The New York Times",Editora : Benvirá; 1ª edição (12 outubro 2020),Capa comum : 272 páginas,ISBN-10 : 855717358X,ISBN-13 : 978-8557173583,Ranking dos mais vendidos: Nº 512 em Livros (Conheça o Top 100 na categoria Livros),"Avaliações dos clientes: 4,8",1.978 avaliações de clientes,"['Avalie o que importa: como o Google, Bono Vox e a Fundação Gates sacudiram o mundo com os OKRs', 'O lado difícil das situações difíceis: Como constuir um negócio quando não existem respostas prontas', 'Pipeline de liderança: O desenvolvimento de líderes como diferencial competitivo', 'Empresas feitas para vencer: por que algumas empresas alcançam a excelência... e outras não', 'Scaling Up: Escalando seu Negócio', 'Dobre seus lucros: O livro de cabeceira de Marcel Telles, fundador da Ambev']"
https://www.amazon.com.br/Prateleira-Amor-Mulheres-Homens-Rela%C3%A7%C3%B5es/dp/6525033721/,"A Prateleira do Amor: Sobre Mulheres, Homens e Relações","['Livros', 'Educação, Referência e Didáticos', 'Escolas e Ensino']","Por que a queixa na esfera amorosa é uma constante na vida das mulheres, mesmo entre aquelas que estão solteiras? Por que a “beleza” é ressentida como um capital tão importante? E por que é tão comum mulheres “adotarem” seus parceiros, cuidando deles, por eles e para eles? E quanto aos homens: por que não apenas evitam a experiência amorosa, como também são ridicularizados quando se apaixonam? Por que o trabalho ocupa um lugar tão central em suas vidas, assim como a sexualidade ativa, marcada sobretudo pela ideia de quantidade (“quantas comeu?”)?. Para explicar essas questões, relacionadas às hierarquias de gênero, Valeska Zanello propõe a metáfora da prateleira do amor. A imagem da prateleira explicita a profunda diferença qualitativa e de investimento que o amor romântico tem para mulheres e homens. Para elas, trata-se de algo identitário, motivo pelo qual persistem mesmo em relações abusivas. Para eles, trata-se de fonte inesgotável de lucro afetivo.",Editora : Appris Editora; 1ª edição (19 outubro 2022),Capa comum : 144 páginas,ISBN-10 : 6525033721,ISBN-13 : 978-6525033723,Ranking dos mais vendidos: Nº 527 em Livros (Conheça o Top 100 na categoria Livros),"Avaliações dos clientes: 4,8",714 avaliações de clientes,"['Saúde mental, gênero e dispositivos: cultura e processos de subjetivação', 'Complexo de Cinderela - Edição comemorativa de 40 anos: Desenvolvendo o medo inconsciente da independência feminina', 'Tudo Sobre o Amor', 'Aurora: O despertar da mulher exausta', 'De olhos abertos: Uma história não contada sobre relacionamento abusivo', 'A gente mira no amor e acerta na solidão']"
https://www.amazon.com.br/Pr%C3%ADncipe-Nicolau-Maquiavel-ebook/dp/B07X59X71M/,O Príncipe,"['Livros', 'Política, Filosofia e Ciências Sociais', 'Filosofia']","Àqueles que chegam desavisados ao texto límpido e elegante de Nicolau Maquiavel pode parecer que o autor escreveu, na Florença do século XVI, um manual abstrato para a conduta de um mandatário. Entretanto, esta obra clássica da filosofia moderna, fundadora da ciência política, é fruto da época em que foi concebida.Em 1513, depois da dissolução do governo republicano de Florença e do retorno da família Médici ao poder, Maquiavel é preso, acusado de conspiração. Perdoado pelo papa Leão X, ele se exila e passa a escrever suas grandes obras. O Príncipe, publicado postumamente, em 1532, é uma esplêndida meditação sobre a conduta do governante e sobre o funcionamento do Estado, produzida num momento da história ocidental em que o direito ao poder já não depende apenas da hereditariedade e dos laços de sangue. Mais que um tratado sobre as condições concretas do jogo político, O Príncipe é um estudo sobre as oportunidades oferecidas pela fortuna, sobre as virtudes e os vícios intrínsecos ao comportamento dos governantes, com sugestões sobre moralidade, ética e organização urbana que, apesar da inspiração histórica, permanecem espantosamente atuais.",Editora : Mimética (30 outubro 2023),Número de páginas : 174 páginas,"Ranking dos mais vendidos: Nº 1,118 em Loja Kindle (Conheça o Top 100 na categoria Loja Kindle)","Avaliações dos clientes: 4,6",1.812 avaliações de clientes,"['A Arte da Guerra', 'Biblioteca Estoica : Grandes Mestres - Box com 4 livros', 'O pequeno príncipe', 'A Divina Comédia (Clássicos da literatura mundial)', 'Hamlet (Shakespeare, o bardo de Avon)', 'O Diário de Anne Frank (Grandes Clássicos)']"
https://www.amazon.com.br/chamado-coragem-Ryan-Holiday/dp/6555605855/,O chamado da coragem: A sorte favorece os corajosos,"['Livros', 'Política, Filosofia e Ciências Sociais', 'Filosofia']","Autor do best-seller O ego é seu inimigo, Ryan Holiday aborda a coragem em seu novo livro, o primeiro de uma série sobre as quatro virtudes estoicasSucesso no Brasil, com mais de 100 mil exemplares vendidos, Ryan Holiday traz em seu novo livro um verdadeiro tratado sobre a coragem, uma virtude celebrada ao longo dos séculos, mas que parece estar em perigo de extinção. Nada é possível sem ela. Nada que valha a pena se alcança sendo covarde. Então por que a bravura é tão escassa?Seja na filosofia, na poesia, na literatura ou no cinema, basta prestar atenção para perceber que as grandes histórias são protagonizadas por indivíduos que conseguiram demonstrar coragem em situações difíceis. A partir de exemplos como Martin Luther King Jr., Abraham Lincoln, Rosa Parks e muitos outros, da Antiguidade aos tempos atuais, Ryan Holiday nos mostra como responder ao chamado do destino e tomar atitudes enquanto os outros recuam. Afinal, ser corajoso não significa apenas lutar em um campo de batalha ou resgatar pessoas de um prédio em chamas, mas também desafiar as normas, resistir à tirania, perseverar em meio às dificuldades e tomar decisões arriscadas mesmo quando poucos confiam no nosso potencial.Um verdadeiro manual de como agir com bravura e dar propósito à nossa vida, O chamado da coragem revela que, muitas vezes, nós sabemos exatamente o que devemos fazer, só temos medo de colocar em prática. Esse medo nos separa de tudo aquilo de que precisamos, mas, se encararmos os riscos, seremos capazes de criar um mundo melhor, não apenas para nós, como também para nossa família e comunidade.Numa época em que muitos de nossos políticos, líderes e artistas parecem incapazes de defender o que é certo ou mesmo falar a verdade, a coragem se faz ainda mais necessária, e o futuro depende da nossa decisão: estamos prontos para responder a seu chamado ou vamos nos encolher diante da vida?",Editora : Intrínseca; 1ª edição (5 janeiro 2023),Capa comum : 240 páginas,ISBN-10 : 6555605855,ISBN-13 : 978-6555605853,Ranking dos mais vendidos: Nº 567 em Livros (Conheça o Top 100 na categoria Livros),"Avaliações dos clientes: 4,6",279 avaliações de clientes,"['O obstáculo é o caminho: A arte de transformar provações em triunfo', 'A quietude é a chave', 'O ego é seu inimigo: Como dominar seu pior adversário', 'A Vida dos Estoicos: A Arte de Viver, de Zenão a Marco Aurélio', 'O pai estoico: Uma reflexão por dia sobre paternidade, amor e como criar filhos incríveis', 'Diário estoico: 366 lições sobre sabedoria, perseverança e a arte de viver']"
https://www.amazon.com.br/vida-n%C3%A3o-%C3%A9-%C3%BAtil/dp/8535933697/,A vida não é útil,"['Livros', 'Política, Filosofia e Ciências Sociais', 'Ciências Sociais']","Em reflexões provocadas pela pandemia de covid-19, o pensador e líder indígena Ailton Krenak volta a apontar as tendências destrutivas da chamada “civilização”: consumismo desenfreado, devastação ambiental e uma visão estreita e excludente do que é a humanidade.Um dos mais influentes pensadores da atualidade, Ailton Krenak vem trazendo contribuições fundamentais para lidarmos com os principais desafios que se apresentam hoje no mundo: a terrível evolução de uma pandemia, a ascensão de governos de extrema-direita e os danos causados pelo aquecimento global.Crítico mordaz à ideia de que a economia não pode parar, Krenak provoca: “Nós poderíamos colocar todos os dirigentes do Banco Central em um cofre gigante e deixá-los vivendo lá, com a economia deles. Ninguém come dinheiro”. Para o líder indígena, “civilizar-se” não é um destino. Sua crítica se dirige aos “consumidores do planeta”, além de questionar a própria ideia de sustentabilidade, vista por alguns como panaceia.Se, em meio à terrível pandemia de covid-19, sentimos que perdemos o chão sob nossos pés, as palavras de Krenak despontam como os “paraquedas coloridos” descritos em seu livro Ideias para adiar o fim do mundo, que já vendeu mais de 50 mil cópias no Brasil e está sendo traduzido para o inglês, francês, espanhol, italiano e alemão.A vida não é útil reúne cinco textos adaptados de palestras, entrevistas e lives realizadas entre novembro de 2017 e junho de 2020.Pesquisa e organização de Rita Carelli.* Leitura obrigatória do vestibular da UNICAMP.",Editora : Companhia das Letras; 1ª edição (7 agosto 2020),Capa comum : 128 páginas,ISBN-10 : 8535933697,ISBN-13 : 978-8535933697,Ranking dos mais vendidos: Nº 576 em Livros (Conheça o Top 100 na categoria Livros),"Avaliações dos clientes: 4,8",4.519 avaliações de clientes,"['Futuro ancestral', 'Ideias para adiar o fim do mundo (Nova edição)', 'O sistema e o antissistema: Três ensaios, três mundos no mesmo mundo', 'Prosas seguidas de Odes mínimas (Edição de bolso)', 'A queda do céu', 'A terra dá, a terra quer']"
https://www.amazon.com.br/Assim-falou-Zaratustra-livro-ningu%C3%A9m/dp/8535930485/,Assim falou Zaratustra: Um livro para todos e para ninguém,"['Livros', 'Política, Filosofia e Ciências Sociais', 'Filosofia']","Um dos trabalhos filosóficos mais lidos e influentes de todos os tempos, Assim falou Zaratustra talvez deva sua extraordinária fortuna ao seu caráter híbrido: filosofia, religião e literatura nele se juntam de maneira complexa e atraente. Ao publicar Além do bem e do mal, livro imediatamente posterior, Nietzsche revelou ao amigo Jacob Burckhardt que a nova publicação continha “as mesmas coisas que havia dito antes pela boca de Zaratustra, mas de modo diferente, bem diferente”. De fato, o leitor reconhecerá, na linguagem metafórica e alegórica dos discursos e diálogos de Zaratustra, muitas das ideias que seriam desenvolvidas em prosa reflexiva nas obras posteriores ― ou que já haviam sido abordadas em Aurora e A gaia ciência, livros aos quais ele chegou a se referir como “comentários ao Zaratustra antes que ele aparecesse”.",Editora : Companhia de Bolso; 1ª edição (9 fevereiro 2018),Capa comum : 360 páginas,ISBN-10 : 8535930485,ISBN-13 : 978-8535930481,Ranking dos mais vendidos: Nº 584 em Livros (Conheça o Top 100 na categoria Livros),"Avaliações dos clientes: 4,7",2.183 avaliações de clientes,"['A gaia ciência', 'Além do bem e do mal (edição de bolso)', 'O anticristo / ditirambos de Dionísio', 'Crepúsculo dos ídolos', 'Genealogia da moral', 'O nascimento da tragédia: ou Os gregos e o pessimismo']"
https://www.amazon.com.br/Fora-s%C3%A9rie-Outliers-Malcolm-Gladwell/dp/8575424483/,Fora de série - Outliers: Descubra por que algumas pessoas têm sucesso e outras não,"['Livros', 'Administração, Negócios e Economia', 'Gestão e Liderança']","272 SEMANAS NA LISTA DE MAIS VENDIDOS DO THE NEW YORK TIMESO que torna algumas pessoas capazes de atingir um sucesso tão extraordinário e peculiar a ponto de serem chamadas de fora de série?Costumamos acreditar que trajetórias excepcionais, como a dos gênios que revolucionam o mundo dos negócios, das artes, das ciências e dos esportes, devem-se unicamente ao talento. Mas neste livro você verá que o universo das personalidades brilhantes esconde uma lógica muito mais fascinante e complexa do que aparenta.Baseando-se na história de celebridades como Bill Gates, os Beatles e Mozart, Malcolm Gladwell mostra que ninguém se faz sozinho. Todos os que se destacam por uma atuação fenomenal são, invariavelmente, pessoas que se beneficiaram de oportunidades incríveis, vantagens ocultas e heranças culturais. Tiveram a chance de aprender, trabalhar duro e interagir com o mundo de uma forma singular. Esses são os indivíduos fora de série – os outliers.Para Gladwell, mais importante do que entender como são essas pessoas é saber qual é sua cultura, a época em que nasceram, quem são seus amigos, sua família e o local de origem de seus antepassados, pois tudo isso exerce um impacto fundamental no padrão de qualidade das realizações humanas. E ele menciona a história de sua própria família como exemplo disso.Aqui você saberá também de que maneira os legados culturais explicam questões interessantes, como o espantoso domínio que os asiáticos têm da matemática e o fato de o número de acidentes aéreos ser significativamente mais alto nos países onde as pessoas se encontram a uma distância muito grande do poder.",Editora : Editora Sextante; 1ª edição (1 dezembro 2011),Capa comum : 288 páginas,ISBN-10 : 8575424483,ISBN-13 : 978-8575424483,Ranking dos mais vendidos: Nº 598 em Livros (Conheça o Top 100 na categoria Livros),"Avaliações dos clientes: 4,7",4.911 avaliações de clientes,"['O ponto da virada: Como pequenas coisas podem fazer uma grande diferença', 'Blink: A decisão num piscar de olhos', 'O que importa é seu resultado: Faça uma revolução estratégica em seu negócio e potencialize seu lucro em qualquer cenário econômico.', 'Davi e Golias: A arte de enfrentar gigantes', 'Vencedoras por opção: incerteza, caos e acaso - por que algumas empresas prosperam apesar de tudo', 'Arriscando a própria pele: Assimetrias ocultas no cotidiano']"
https://www.amazon.com.br/Flores-para-Algernon-Daniel-Keyes/dp/8576573938/,Flores Para Algernon,"['Livros', 'Fantasia, Horror e Ficção Científica', 'Ficção Científica']","+Publicado originalmente em 1966, Flores para Algernon foi o grande expoente da carreira do escritor, ganhador do prêmio Nebula e inspiração para o filme Os Dois Mundos de Charly (1968) – que garantiu a Cliff Robertson o Oscar de Melhor Ator. E com mais de 5 milhões de exemplares vendidos e referência dentro das escolas dos Estados Unidos, a obra surgiu sobre as palavras de um homem de 32 anos e 68 de QI: Charlie Gordon.Com excesso de erros no início do romance, os relatos de Charlie revelam sua condição limitada, consequência de uma grave deficiência intelectual, que ao menos o mantém protegido dentro de um “mundo” particular – indiferente às gozações dos colegas de trabalho e intocado por tragédias familiares. Porém, ao participar de uma cirurgia revolucionária que aumenta o seu QI, ele não apenas se torna mais inteligente que os próprios médicos que o operaram, como também vira testemunha de uma nova realidade: ácida, crua e problemática. Se o conhecimento é uma benção, Daniel Keyes constrói um personagem complexo e intrigante, que questiona essa sorte e reflete sobre suas relações sociais e a própria existência. E tudo isso ao lado de Algernon, seu rato de estimação e a primeira cobaia bem-sucedida no processo cirúrgico.Perturbador e profundo, Flores para Algernon é tão contemporâneo quanto na época de sua primeira publicação, debatendo visões de mundo, relações interpessoais e, claro, a percepção sobre nós mesmos. Assim, se você está preparado para explorar as realidades de Charlie Gordon, também é a chance para perguntar: afinal, o mundo que sempre percebemos a nossa volta realmente existe?",Editora : Editora Aleph; 1ª edição (10 julho 2018),Capa dura : 288 páginas,ISBN-10 : 8576573938,ISBN-13 : 978-8576573937,Ranking dos mais vendidos: Nº 608 em Livros (Conheça o Top 100 na categoria Livros),"Avaliações dos clientes: 4,8",25.761 avaliações de clientes,"['O livro do silêncio: Livro 1 da trilogia deuses de dois mundos', 'O sol é para todos', 'A Biblioteca da Meia-Noite', 'Tudo é rio', 'Pessoas normais', 'Pequena coreografia do adeus']"
https://www.amazon.com.br/homem-mais-rico-Babil%C3%B4nia-pref%C3%A1cio/dp/6555111542/,O homem mais rico da Babilônia: com prefácio de Thiago Nigro,"['Livros', 'Administração, Negócios e Economia', 'Indústrias e Profissões']","Edição especial com prefácio de Thiago Nigro, autor do bestseller Do mil ao milhão e criador do canal Primo Rico.Baseado nos famosos princípios babilônicos, O homem mais rico da Babilônia é considerado uma das maiores e mais inspiradoras obras sobre planejamento financeiro já escritas.Aclamado por milhões de leitores, o livro de George S. Clason se utiliza de parábolas e de uma linguagem simples e envolvente para apresentar lições sobre como economizar, investir, resolver problemas financeiros e manejar suas finanças pessoais.Aprenda com esse aclamado clássico moderno a manter seu dinheiro e, até mesmo, multiplicá-lo.",Editora : HarperCollins; 1ª edição (15 junho 2021),Capa flexível : 176 páginas,ISBN-10 : 6555111542,ISBN-13 : 978-6555111545,Ranking dos mais vendidos: Nº 629 em Livros (Conheça o Top 100 na categoria Livros),"Avaliações dos clientes: 4,9",740 avaliações de clientes,"['Pai rico, pai pobre - edição de 20 anos atualizada e ampliada: o que os ricos ensinam a seus filhos sobre dinheiro', 'Os segredos da mente milionária: Aprenda a enriquecer mudando seus conceitos sobre o dinheiro e adotando os hábitos das pessoas bem-sucedidas', 'Os segredos da mente milionária: Aprenda a enriquecer mudando seus conceitos sobre o dinheiro e adotando os hábitos das pessoas bem-sucedidas', 'A psicologia financeira: lições atemporais sobre fortuna, ganância e felicidade', 'Do Mil ao Milhão. Sem Cortar o Cafezinho.', 'O rei dos dividendos: A saga do filho de imigrantes pobres que se tornou o maior investidor pessoa física da bolsa de valores brasileira']"
https://www.amazon.com.br/Uma-hist%C3%B3ria-filosofia-utilitarismo-Sartre/dp/8595071802/,Uma história da filosofia - Vol. IV - do utilitarismo a Sartre,"['Livros', 'Política, Filosofia e Ciências Sociais', 'Filosofia']","Aclamada como a melhor história da filosofia disponível em língua inglesa, a obra de Frederick Copleston, inédita no Brasil, é uma narrativa ao mesmo tempo objetiva e abrangente do itinerário filosófico no Ocidente. O autor apresenta a evolução do pensamento filosófico segundo os seus protagonistas, partindo do contexto histórico de cada um deles. Influências, convergências e divergências, tudo é apresentado com a necessária clareza para um leitor que Copleston supunha iniciante. Sua obra é, portanto, ao mesmo tempo um vislumbre de toda a tradição filosófica e uma via de acesso a ela.Este quarto volume é o que encerra a edição brasileira. Desde Nietzsche, que tratou no volume anterior, o Pe. Copleston avança para o restante da filosofia moderna até sua contemporaneidade. Ele analisa o empirismo britânico, com Stuart Mill e Spencer, e também o idealismo e o pragmatismo na América, e, nesse contexto, o pensamento de Bertrand Russell e John Dewey. Explica, em seguida, a filosofia francesa pós-Revolução, desde Auguste Comte até Bergson, Sartre, Merleau-Ponty e Lévi-Strauss, e inclui outros nomes importantes, como Joseph Maréchal e Louis Lavelle. Ao mesmo tempo acessível a principiantes e proveitosa para pesquisadores avançados, esta obra monumental é imprescindível na biblioteca de qualquer estudioso da área.",Editora : Vide Editorial; 1ª edição (2 junho 2023),DVD-ROM : 964 páginas,ISBN-10 : 8595071802,ISBN-13 : 978-8595071803,Ranking dos mais vendidos: Nº 634 em Livros (Conheça o Top 100 na categoria Livros),"Avaliações dos clientes: 4,8",61 avaliações de clientes,"['Uma história da filosofia - Vol. III - do Iluminismo francês a Nietzsche', 'Uma história da filosofia - Vol.II - do Renascimento a Hume', 'Uma História Da Filosofia - Vol. I', 'Questões disputadas sobre a verdade', 'Tragédia e esperança: Uma história do mundo em nosso tempo (2 Volumes)', 'Filhos da revolução']"
https://www.amazon.com.br/Ciranda-das-Mulheres-S%C3%A1bias/dp/8532521509/,"A ciranda das mulheres sábias: Ser jovem enquanto velha, velha enquanto jovem","['Livros', 'Saúde e Família', 'Psicologia e Aconselhamento']","Em 'A ciranda das mulheres sábias', a psicanalista e poetisa Clarissa Pinkola Estés reverencia a maturidade feminina e faz uma comovente e profunda homenagem àquelas mulheres que souberam acumular sabedoria ao longo de suas existências. O livro tem uma linguagem metafórica, que se assemelha às antigas histórias contadas de mães para filhas, e chega às livrarias na última semana de maio. Clarissa Pinkola Estés parte de um doce convite à leitora para que se acomode ao seu lado e deguste com ela a bebida que foi reservada para 'uma situação especial', a fim de que possam conversar sobre 'assuntos que importam de verdade' a duas mulheres, com a garantia de que 'aqui sua alma está em segurança'. Seduzida por uma linguagem terna, emocionante e poderosa, a autora apresenta os encantos deste 'arquétipo misterioso e irresistível da mulher sábia, do qual a avó é uma representação simbólica' e que 'não chega de repente, perfeitamente formado e se amolda como uma capa sobre os ombros de uma mulher de determinada idade'. O aspecto mais sedutor do livro reside, justamente, na representação simbólica contida nas avós. Das matriarcas da mitologia às avós dos contos de fadas, passando por aquelas anônimas de suas vivências profissionais, a autora chega às avós de suas tradições familiares, descrevendo de forma magnífica a chegada à América das ancestrais que passaram a fazer parte de sua vida familiar, aquelas 'quatro velhas refugiadas que saltaram de enormes trens pretos para o nevoeiro noturno na plataforma onde nós as aguardávamos com grande expectativa'. Ao final, as nove preces de gratidão - por todas as idosas do mundo, pelas mulheres mais velhas matreiras, pelas avós nas cozinhas, pelas tias perspicazes, pelas filhas que estão aprendendo, por todas as filhas e velhas - representam um perfeito arremate ao prazer da leitura destas páginas plenas de luz, melodia, emoção e encantamento.",Editora : Rocco; 1ª edição (28 maio 2007),Capa comum : 128 páginas,ISBN-10 : 8532521509,ISBN-13 : 978-8532521507,Ranking dos mais vendidos: Nº 637 em Livros (Conheça o Top 100 na categoria Livros),"Avaliações dos clientes: 4,8",7.300 avaliações de clientes,"['Mulheres que correm com os lobos: Mitos e histórias do arquétipo da Mulher Selvagem', 'O jardineiro que tinha fé: Uma fábula sobre o que não pode morrer nunca', 'Combo Clarissa Pinkola além dos lobos: (Ciranda das Mulheres sábias + O Jardineiro que tinha fé)', 'O dom da história: Uma fábula sobre o que é suficiente', 'A jornada da heroína: A busca da mulher para se reconectar com o feminino', 'Lua Vermelha: Lua Vermelha']"
